Query_ID,Hit_ID,Hit_Description,Identity_%,Coverage_%,E_value,Confidence,AMR_Status
WP_000564316.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000565255.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000565302.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000565310.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000565500.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000565820.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000566596.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000566649.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000566670.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000567028.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000567394.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000568353.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000569120.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000569286.1,gnl|BL_ORD_ID|2644,gb|ADZ12699.1|ARO:3005091|RanA [Riemerella anatipestifer RA-GD] ,34.86,63.93,1.64502e-40,Weak,Possible
WP_000569649.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000569884.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000570071.1,gnl|BL_ORD_ID|314,gb|AAA99504.1|ARO:3002987|bcrA [Bacillus licheniformis] ,29.17,98.63,8.87681e-23,Weak,Possible
WP_000570699.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000570808.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000571178.1,gnl|BL_ORD_ID|443,gb|AAV85982.1|ARO:3000535|macB [Neisseria gonorrhoeae] ,31.78,100.47,4.78934e-31,Weak,Possible
WP_000571218.1,gnl|BL_ORD_ID|2644,gb|ADZ12699.1|ARO:3005091|RanA [Riemerella anatipestifer RA-GD] ,31.65,63.93,1.43935e-35,Weak,Possible
WP_000571258.1,gnl|BL_ORD_ID|2125,gb|SOX29786.1|ARO:3004730|tva(A) [Brachyspira hyodysenteriae] ,28.43,87.55,1.6394e-20,Weak,Possible
WP_000571549.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000571584.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000571736.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000572040.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000572236.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000572878.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000573079.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000573242.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000578458.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000579275.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000579564.1,gnl|BL_ORD_ID|4791,gb|WKR28567.1|ARO:3007678|IreK [Enterococcus faecalis] ,38.05,88.25,2.22313e-113,Weak,Possible
WP_000580198.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000581077.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000581200.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000581552.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000581792.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000581889.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000582165.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000582332.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000583198.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000584398.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000584502.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000584648.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000584765.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000586140.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000586232.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000586392.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000587616.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000587958.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000588527.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000589167.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000589260.1,gnl|BL_ORD_ID|314,gb|AAA99504.1|ARO:3002987|bcrA [Bacillus licheniformis] ,30.28,67.08,5.04299e-27,Weak,Possible
WP_000589549.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000590122.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000590451.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000590517.1,gnl|BL_ORD_ID|2644,gb|ADZ12699.1|ARO:3005091|RanA [Riemerella anatipestifer RA-GD] ,28.92,100.0,2.20687e-23,Weak,Possible
WP_000590798.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000590809.1,gnl|BL_ORD_ID|443,gb|AAV85982.1|ARO:3000535|macB [Neisseria gonorrhoeae] ,37.5,93.33,5.76022e-39,Weak,Possible
WP_000590826.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000590850.1,gnl|BL_ORD_ID|443,gb|AAV85982.1|ARO:3000535|macB [Neisseria gonorrhoeae] ,32.84,81.71,1.67176e-25,Weak,Possible
WP_000591622.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000591749.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000592150.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000592202.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000592207.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000592303.1,gnl|BL_ORD_ID|2226,gb|AAG05914.1|ARO:3004075|MuxC [Pseudomonas aeruginosa PAO1] ,24.78,98.67,1.5375e-82,Weak,Possible
WP_000593153.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000593192.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000593367.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000593417.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000593436.1,gnl|BL_ORD_ID|2113,gb|APB03214.1|ARO:3003980|tetA(58) [Paenibacillus sp. LC231] ,25.42,99.01,7.96751e-25,Weak,Possible
WP_000594519.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000594530.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000594815.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000594959.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000594993.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000595263.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000595265.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000595298.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000595324.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000597212.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000597238.1,gnl|BL_ORD_ID|2058,gb|AAC74000.1|ARO:3003950|msbA [Escherichia coli str. K-12 substr. MG1655] ,35.83,87.89,4.78287e-110,Weak,Possible
WP_000597335.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000598444.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000598483.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000599587.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000600392.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000600812.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000600967.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000601724.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000602049.1,gnl|BL_ORD_ID|1980,gb|AKA86814.1|ARO:3003746|optrA [Enterococcus faecalis] ,35.11,99.38,1.46215e-127,Weak,Possible
WP_000602211.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000602937.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000603480.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000603755.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000603968.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000604135.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000604514.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000604728.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000604817.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000605282.1,gnl|BL_ORD_ID|4721,gb|MCO7070877.1|ARO:3007433|almE [Vibrio cholerae] ,29.33,14.97,3.6631e-30,Weak,Possible
WP_000606210.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000606324.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000606480.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000606546.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000606676.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000606726.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000606768.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000606890.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000607067.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000608129.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000608275.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000608440.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000608523.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000608826.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000608862.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000608970.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000609348.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000610051.1,gnl|BL_ORD_ID|1910,gb|AAK99679.1|ARO:3000822|pmrA [Streptococcus pneumoniae R6] ,33.71,42.58,3.21171e-30,Weak,Possible
WP_000610189.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000610203.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000610319.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000610884.1,gnl|BL_ORD_ID|442,gb|AAD22144.1|ARO:3002698|cmlB [Klebsiella aerogenes] ,22.1,95.87,1.91257e-09,Weak,Possible
WP_000610978.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000611462.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000611512.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000612128.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000613248.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000613541.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000613716.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000613733.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000614712.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000615461.1,gnl|BL_ORD_ID|2644,gb|ADZ12699.1|ARO:3005091|RanA [Riemerella anatipestifer RA-GD] ,34.45,97.94,7.73469e-42,Weak,Possible
WP_000615921.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000616227.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000616642.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000616784.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000616842.1,gnl|BL_ORD_ID|2644,gb|ADZ12699.1|ARO:3005091|RanA [Riemerella anatipestifer RA-GD] ,25.76,90.51,1.91545e-21,Weak,Possible
WP_000616888.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000617735.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000619366.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000620194.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000620864.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000620953.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000621175.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000621532.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000621927.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000622700.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000623452.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000623471.1,gnl|BL_ORD_ID|2617,gb|CCN31428.1|ARO:3005049|CrcB [Klebsiella pneumoniae subsp. pneumoniae Ecl8] ,28.45,99.15,6.37125e-10,Weak,Possible
WP_000623881.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000623903.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000624584.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000624945.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000625059.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000625088.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000625882.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000626074.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000626504.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000626897.1,gnl|BL_ORD_ID|2271,gb|CAL84423.1|ARO:3004146|cfrC [Clostridium botulinum A str. ATCC 3502] ,36.65,88.46,1.96075e-64,Weak,Possible
WP_000627140.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000627551.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000628050.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000631963.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000633068.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000633692.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000633782.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000634105.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000634175.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000634589.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000634685.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000635623.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000636142.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000636857.1,gnl|BL_ORD_ID|4476,gb|WP_042355600.1|ARO:3007012|sepA [Staphylococcus] ,96.82,100.0,3.21079e-108,Strong,Yes
WP_000637687.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000638419.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000638456.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000638475.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000638613.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000638870.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000639183.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000640266.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000640487.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000640743.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000642728.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000643615.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000643988.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000644391.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000644737.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000645048.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000645452.1,gnl|BL_ORD_ID|2002,gb|AAC73788.1|ARO:3003841|kdpE [Escherichia coli str. K-12 substr. MG1655] ,31.45,50.41,1.39943e-09,Weak,Possible
WP_000645604.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000645727.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000645780.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000646208.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000646227.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000648118.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000648617.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000648718.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000649608.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000649791.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000649907.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000650082.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000651060.1,gnl|BL_ORD_ID|342,gb|AAU95768.1|ARO:3000026|mepA [Staphylococcus aureus] ,100.0,100.0,0.0,Strong,Yes
WP_000651160.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000651837.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000652047.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000653261.1,gnl|BL_ORD_ID|598,gb|AAC76296.1|ARO:3000656|AcrS [Escherichia coli str. K-12 substr. MG1655] ,34.04,25.27,7.93445e-08,Weak,Possible
WP_000654030.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000654061.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000654185.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000655099.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000655244.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000655666.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000655692.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000655864.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000655875.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000655971.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000656771.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000657538.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000659317.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000659675.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000659770.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000660034.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000660045.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000660709.1,gnl|BL_ORD_ID|2556,gb|ACJ41547.2|ARO:3004574|Abau_AbaQ [Acinetobacter baumannii AB0057] ,27.13,58.12,1.28625e-19,Weak,Possible
WP_000661906.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000662031.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000662675.1,gnl|BL_ORD_ID|443,gb|AAV85982.1|ARO:3000535|macB [Neisseria gonorrhoeae] ,31.96,10.23,5.18443e-06,Weak,Possible
WP_000663030.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000664394.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000664727.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000664738.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000664764.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000665238.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000665736.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000666761.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000666799.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000667097.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000667126.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000667275.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000667382.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000668180.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000668339.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000668623.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000668820.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000668894.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000669005.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000669376.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000669519.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000669537.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000669653.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000669789.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000669862.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000669939.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000670313.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000670752.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000670950.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000671052.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000671099.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000671243.1,gnl|BL_ORD_ID|2940,gb|WP_032644152.1|ARO:3006248|ACT-53 [Enterobacter cloacae complex] ,26.09,40.55,5.32104e-09,Weak,Possible
WP_000671712.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000671751.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000672014.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000672038.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000672039.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000672867.1,gnl|BL_ORD_ID|4551,gb|BAE85481.1|ARO:3003727|vanK_in_vanI_cl [Desulfitobacterium hafniense Y51] ,19.35,97.34,1.00215e-14,Weak,Possible
WP_000673051.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000673098.1,gnl|BL_ORD_ID|4551,gb|BAE85481.1|ARO:3003727|vanK_in_vanI_cl [Desulfitobacterium hafniense Y51] ,22.45,103.1,3.42272e-17,Weak,Possible
WP_000673114.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000673309.1,gnl|BL_ORD_ID|4551,gb|BAE85481.1|ARO:3003727|vanK_in_vanI_cl [Desulfitobacterium hafniense Y51] ,24.37,56.67,7.13673e-09,Weak,Possible
WP_000673479.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000675401.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000676548.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000677261.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000677714.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000678232.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000678764.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000680733.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000680947.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000681154.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000681756.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000681968.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000682089.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000682611.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000682646.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000683699.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000683931.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000684056.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000684141.1,gnl|BL_ORD_ID|2566,gb|AKQ05899.1|ARO:3004591|tet(55) [uncultured bacterium] ,24.62,89.04,1.14484e-18,Weak,Possible
WP_000684567.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000684746.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000685079.1,gnl|BL_ORD_ID|2098,gb|APB03216.1|ARO:3003982|LlmA_23S_CLI [Paenibacillus sp. LC231] ,28.57,35.9,1.33744e-10,Weak,Possible
WP_000686168.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000686342.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000686457.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000687328.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000687411.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000688126.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000688492.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000689580.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000689998.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000690027.1,gnl|BL_ORD_ID|2618,gb|QFQ03949.1|ARO:3005051|LpsB [Acinetobacter baumannii] ,25.69,66.58,7.38879e-11,Weak,Possible
WP_000690197.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000690419.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000690439.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000691095.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000691284.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000691541.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000691584.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000691761.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000691766.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000691839.1,gnl|BL_ORD_ID|1891,gb|CAA79966.1|ARO:3003665|NmcR [Enterobacter cloacae] ,22.67,84.01,5.68648e-10,Weak,Possible
WP_000691942.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000692003.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000692515.1,gnl|BL_ORD_ID|2618,gb|QFQ03949.1|ARO:3005051|LpsB [Acinetobacter baumannii] ,21.43,97.42,3.532e-11,Weak,Possible
WP_000692521.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000692645.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000692870.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000695342.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000697134.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000697228.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000697334.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000697886.1,gnl|BL_ORD_ID|297,gb|AAR84672.1|ARO:3002925|vanR_in_vanF_cl [Paenibacillus popilliae ATCC 14706] ,34.82,101.36,5.4634e-34,Weak,Possible
WP_000698235.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000698752.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000699538.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000700083.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000700108.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000700191.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000700561.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000700851.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000700852.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000700921.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000701483.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000702263.1,No Hit,No AMR Match,0.0,0.0,-,None,No
